PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,month,day_of_week,day_of_year,AQI_lag_1,AQI_lag_7,PM25_lag_1,City_Chennai,City_Delhi,City_Kolkata,City_Mumbai,season_Post-Monsoon,season_Summer,season_Winter
242.6,492.4,98.9,26.3,60.5,18.3,9.01,73.7,118.7,4.57,9.69,1.72,66.0,6,0,152,129.6,304.7,98.0,False,False,False,True,False,False,False
166.7,388.3,194.9,131.2,56.3,0.2,9.927399999999995,36.6,94.7,16.67,5.0,8.98,425.4,6,1,153,66.0,82.1,242.6,False,False,False,True,False,False,False
182.4,432.8,85.6,39.9,97.5,42.9,6.18,75.2,195.9,19.66,27.51,1.57,370.0,6,2,154,425.4,150.0,166.7,False,False,False,True,False,False,False
64.3,356.6,167.8,91.3,199.2,33.1,2.14,87.6,71.3,10.96,23.03,9.957399999999998,399.0,6,3,155,370.0,208.8,182.4,False,False,False,True,False,False,False
166.0,456.0,60.4,11.9,105.4,25.7,9.9,81.3,163.2,13.18,12.08,3.92,431.1,6,4,156,399.0,235.4,64.3,False,False,False,True,False,False,False
76.7,104.0,47.3,139.8,171.4,4.6,3.56,26.0,82.4,3.63,21.39,1.72,358.7,6,5,157,431.1,329.5,166.0,False,False,False,True,False,False,False
443.4,44.6,178.8,83.2,92.7,0.5,7.75,46.8,71.9,3.06,25.73,4.77,197.4,6,6,158,358.7,129.6,76.7,False,False,False,True,False,False,False
139.4,87.5,145.3,64.9,246.0,31.0,3.12,80.3,10.9,14.82,17.78,1.97,242.3,6,0,159,197.4,66.0,443.4,False,False,False,True,False,False,False
229.6,504.4,116.4,39.8,234.9,18.5,3.71,82.1,73.6,2.71,18.84,9.38,313.0,6,1,160,242.3,425.4,139.4,False,False,False,True,False,False,False
287.4,142.8,99.6,2.1,12.5,33.9,7.97,90.7,25.5,15.74,13.97,6.17,12.1,6,2,161,313.0,370.0,229.6,False,False,False,True,False,False,False
189.6,78.6,63.4,48.0,34.1,43.6,8.43,60.1,84.5,8.08,25.77,9.78,477.5,6,3,162,12.1,399.0,287.4,False,False,False,True,False,False,False
480.3,288.5,69.4,57.7,72.5,33.3,0.01,26.0,80.2,5.5,17.0,6.88,394.9,6,4,163,477.5,431.1,189.6,False,False,False,True,False,False,False
439.0,87.3,52.3,138.2,203.9,49.77399999999998,9.91,3.4,34.7,0.99,11.19,7.12,426.1,6,5,164,394.9,358.7,480.3,False,False,False,True,False,False,False
380.8,4.4,151.2,103.6,72.9,49.2,4.89,18.5,47.3,4.24,18.98,7.22,143.3,6,6,165,426.1,197.4,439.0,False,False,False,True,False,False,False
103.8,85.8,96.7,78.8,150.0,33.3,0.14,50.7,161.6,2.66,25.51,1.1,99.5,6,0,166,143.3,242.3,380.8,False,False,False,True,False,False,False
270.0,333.4,69.6,29.5,148.6,0.8,5.02,90.7,42.4,5.95,14.64,9.66,292.5,6,1,167,99.5,313.0,103.8,False,False,False,True,False,False,False
215.6,57.1,179.7,123.8,93.9,47.2,3.88,55.0,39.4,3.26,8.03,8.64,416.6,6,2,168,292.5,12.1,270.0,False,False,False,True,False,False,False
494.8,37.1,55.3,22.6,150.1,48.5,1.81,30.2,105.9,0.68,21.22,4.61,239.7,6,3,169,416.6,477.5,215.6,False,False,False,True,False,False,False
35.0,306.2,68.4,31.0,27.9,30.4,1.14,71.7,156.0,16.89,19.63,7.95,80.4,6,4,170,239.7,394.9,494.8,False,False,False,True,False,False,False
103.8,154.7,105.7,105.9,137.1,3.1,6.88,41.2,72.3,8.82,18.95,6.07,95.0,6,5,171,80.4,426.1,35.0,False,False,False,True,False,False,False
55.5,312.2,107.7,66.6,53.8,28.7,5.49,11.6,50.3,9.17,26.09,6.84,203.6,6,6,172,95.0,143.3,103.8,False,False,False,True,False,False,False
133.7,198.6,132.4,88.2,114.2,27.4,8.77,7.8,93.1,13.57,1.18,8.86,234.4,6,0,173,203.6,99.5,55.5,False,False,False,True,False,False,False
95.4,388.5,178.9,106.5,236.6,12.6,1.69,12.4,92.4,11.96,27.68,8.05,424.7,6,1,174,234.4,292.5,133.7,False,False,False,True,False,False,False
52.1,295.9,153.2,51.8,124.7,8.9,4.45,12.9,54.2,13.67,21.52,7.69,379.0,6,2,175,424.7,416.6,95.4,False,False,False,True,False,False,False
185.0,99.6,65.7,99.5,245.8,7.0,3.83,77.1,7.7,17.94,8.97,7.11,298.8,6,3,176,379.0,239.7,52.1,False,False,False,True,False,False,False
34.3,285.7,21.7,127.0,231.0,44.0,3.78,45.0,113.9,6.57,3.56,5.25,474.8,6,4,177,298.8,80.4,185.0,False,False,False,True,False,False,False
441.6,247.7,176.2,141.8,35.9,27.9,4.14,64.3,198.94799999999995,15.14,24.88,4.26,208.6,6,5,178,474.8,95.0,34.3,False,False,False,True,False,False,False
17.6,227.0,154.9,104.8,245.3,1.6,2.46,35.5,122.7,13.35,21.07,2.88,368.2,6,6,179,208.6,203.6,441.6,False,False,False,True,False,False,False
336.9,199.0,149.6,49.0,149.0,23.4,3.87,87.2,85.5,16.66,9.31,6.33,491.9,6,0,180,368.2,234.4,17.6,False,False,False,True,False,False,False
480.5,174.5,196.3,129.0,216.6,37.5,5.08,97.0,169.4,14.7,19.9,6.35,260.2,6,1,181,491.9,424.7,336.9,False,False,False,True,False,False,False
16.6,454.6,147.1,94.1,20.3,42.5,9.63,35.9,73.4,13.58,25.86,4.3,216.6,7,2,182,260.2,379.0,480.5,False,False,False,True,False,False,False
157.5,480.8,6.3,113.8,201.1,49.3,1.23,7.7,109.6,15.42,26.2,2.14,121.8,7,3,183,216.6,298.8,16.6,False,False,False,True,False,False,False
50.1,207.3,29.6,137.3,91.3,19.1,4.2,28.2,40.1,12.97,24.12,2.6,360.4,7,4,184,121.8,474.8,157.5,False,False,False,True,False,False,False
115.9,374.4,52.2,62.3,128.7,45.0,4.91,21.7,150.1,19.45,9.99,4.32,396.2,7,5,185,360.4,208.6,50.1,False,False,False,True,False,False,False
9.0,336.0,189.6,104.2,244.9,23.3,9.04,89.7,22.6,4.35,8.0,8.28,159.3,7,6,186,396.2,368.2,115.9,False,False,False,True,False,False,False
123.3,2.9,152.7,147.2,52.7,31.5,0.04,45.8,133.8,15.01,25.61,0.52,35.8,7,0,187,159.3,491.9,9.0,False,False,False,True,False,False,False
414.3,27.3,140.4,121.0,179.9,30.2,3.85,33.4,91.6,3.61,16.15,4.54,42.9,7,1,188,35.8,260.2,123.3,False,False,False,True,False,False,False
129.5,157.8,147.7,43.9,174.7,17.2,0.79,82.1,39.3,17.84,20.27,2.99,107.2,7,2,189,42.9,216.6,414.3,False,False,False,True,False,False,False
400.7,426.3,139.5,105.5,62.8,24.7,8.05,20.6,164.3,13.0,6.5,0.69,125.4,7,3,190,107.2,121.8,129.5,False,False,False,True,False,False,False
90.6,286.0,61.8,111.1,231.7,14.1,8.54,50.6,176.3,0.34,19.59,6.13,317.6,7,4,191,125.4,360.4,400.7,False,False,False,True,False,False,False
170.2,324.8,140.5,30.7,60.1,12.7,5.37,58.3,126.0,1.59,12.75,6.85,90.8,7,5,192,317.6,396.2,90.6,False,False,False,True,False,False,False
280.5,367.9,24.6,80.1,164.5,28.2,3.99,79.6,99.3,8.19,0.27,6.27,272.3,7,6,193,90.8,159.3,170.2,False,False,False,True,False,False,False
464.6,355.7,71.2,30.8,245.9,13.7,0.65,77.1,170.9,13.71,19.82,0.15,145.3,7,0,194,272.3,35.8,280.5,False,False,False,True,False,False,False
39.9,337.5,62.8,132.3,29.8,12.5,4.84,12.3,166.5,9.52,27.59,9.21,93.1,7,1,195,145.3,42.9,464.6,False,False,False,True,False,False,False
365.3,211.2,102.0,15.4,156.2,47.3,8.34,63.2,2.1,5.41,16.48,6.68,183.1,7,2,196,93.1,107.2,39.9,False,False,False,True,False,False,False
238.3,247.3,87.9,3.2,102.9,44.6,3.07,54.8,67.7,0.9,24.59,7.0,398.0,7,3,197,183.1,125.4,365.3,False,False,False,True,False,False,False
358.3,135.0,117.5,119.4,116.2,49.2,3.38,94.2,18.7,2.91,5.09,5.89,359.6,7,4,198,398.0,317.6,238.3,False,False,False,True,False,False,False
289.9,195.4,115.9,95.7,79.3,36.0,8.25,64.8,181.2,1.9,0.84,6.65,387.6,7,5,199,359.6,90.8,358.3,False,False,False,True,False,False,False
258.2,116.7,7.3,116.7,0.7,26.7,4.3,64.7,147.6,10.45,3.39,4.77,203.5,7,6,200,387.6,272.3,289.9,False,False,False,True,False,False,False
399.8,181.7,97.1,11.0,105.7,2.0,7.73,92.4,22.6,17.77,8.06,2.9,388.7,7,0,201,203.5,145.3,258.2,False,False,False,True,False,False,False
462.4,381.6,192.6,12.9,24.0,27.5,2.65,88.2,183.2,19.49,23.31,4.96,329.9,7,1,202,388.7,93.1,399.8,False,False,False,True,False,False,False
100.3,31.9,32.1,77.1,51.6,25.7,4.19,63.4,152.1,12.81,8.63,1.12,23.8,7,2,203,329.9,183.1,462.4,False,False,False,True,False,False,False
138.7,273.3,77.4,14.2,169.0,17.0,2.26,10.5,161.9,0.35,15.91,1.32,330.8,7,3,204,23.8,398.0,100.3,False,False,False,True,False,False,False
135.1,162.0,24.0,11.5,60.3,25.0,4.64,66.8,191.2,3.89,18.82,9.2,294.1,7,4,205,330.8,359.6,138.7,False,False,False,True,False,False,False
315.8,575.4,53.0,142.1,223.5,44.3,4.65,69.3,80.6,9.17,0.68,9.0,228.4,7,5,206,294.1,387.6,135.1,False,False,False,True,False,False,False
263.1,271.6,137.9,71.6,131.4,42.7,5.87,22.3,185.6,15.44,15.99,8.9,207.7,7,6,207,228.4,203.5,315.8,False,False,False,True,False,False,False
496.748,333.5,176.2,92.2,105.2,2.7,1.71,54.9,1.1,6.3,11.52,3.25,475.3,7,0,208,207.7,388.7,263.1,False,False,False,True,False,False,False
481.4,485.6,21.3,48.4,63.2,24.4,8.05,49.2,84.4,3.87,25.76,2.43,166.7,7,1,209,475.3,329.9,496.748,False,False,False,True,False,False,False
116.9,381.1,63.6,32.7,238.0,23.0,5.59,13.4,64.5,2.42,29.05,1.94,446.8,7,2,210,166.7,23.8,481.4,False,False,False,True,False,False,False
489.8,375.7,25.5,90.4,79.5,36.1,3.23,96.3,153.7,16.21,27.31,8.39,44.2,7,3,211,446.8,330.8,116.9,False,False,False,True,False,False,False
124.7,109.4,114.4,87.6,166.5,47.0,6.14,3.0,123.3,6.46,11.33,6.14,380.2,7,4,212,44.2,294.1,489.8,False,False,False,True,False,False,False
453.6,147.4,32.1,123.1,128.1,18.2,1.68,48.7,29.3,3.84,12.05,7.27,464.2,8,5,213,380.2,228.4,124.7,False,False,False,True,False,False,False
331.5,50.0,15.8,72.2,191.1,25.7,6.17,74.8,194.5,8.41,18.96,1.77,62.5,8,6,214,464.2,207.7,453.6,False,False,False,True,False,False,False
88.8,305.6,192.0,19.3,30.3,46.2,3.36,53.5,165.1,8.13,28.49,6.57,470.8,8,0,215,62.5,475.3,331.5,False,False,False,True,False,False,False
218.8,76.6,121.8,118.7,1.5,20.5,2.39,78.2,89.1,16.06,17.4,6.27,219.2,8,1,216,470.8,166.7,88.8,False,False,False,True,False,False,False
310.7,592.6,8.6,120.7,237.0,46.3,8.28,95.1,95.7,15.8,11.73,7.88,83.8,8,2,217,219.2,446.8,218.8,False,False,False,True,False,False,False
446.6,45.4,20.1,19.9,161.4,20.9,2.01,34.9,70.3,14.27,25.42,6.81,9.0,8,3,218,83.8,44.2,310.7,False,False,False,True,False,False,False
121.9,8.0,18.6,33.2,191.6,47.2,2.1,54.4,130.0,18.29,19.11,3.91,477.6,8,4,219,9.0,380.2,446.6,False,False,False,True,False,False,False
460.0,168.1,31.7,70.0,130.0,27.6,0.17,23.9,166.2,12.22,26.94,9.89,483.9,8,5,220,477.6,464.2,121.9,False,False,False,True,False,False,False
457.9,547.8,3.9,80.3,20.9,49.5,1.57,31.0,170.8,5.07,16.19,4.1,362.4,8,6,221,483.9,62.5,460.0,False,False,False,True,False,False,False
277.2,173.0,120.1,32.7,98.2,24.7,3.01,76.1,160.1,9.44,3.49,1.82,378.7,8,0,222,362.4,470.8,457.9,False,False,False,True,False,False,False
99.6,168.3,44.7,84.2,195.8,30.2,7.8,95.7,170.9,4.9,4.55,8.96,479.1,8,1,223,378.7,219.2,277.2,False,False,False,True,False,False,False
328.3,433.3,92.0,6.7,94.3,38.8,0.75,16.1,71.8,6.55,17.15,0.44,78.1,8,2,224,479.1,83.8,99.6,False,False,False,True,False,False,False
82.7,238.5,57.5,30.0,206.5,27.7,7.25,15.2,44.7,17.69,7.51,1.54,27.3,8,3,225,78.1,9.0,328.3,False,False,False,True,False,False,False
412.4,126.4,119.4,143.7,60.0,39.7,7.17,17.4,52.2,3.16,9.07,3.92,473.1,8,4,226,27.3,477.6,82.7,False,False,False,True,False,False,False
66.4,311.5,125.6,45.9,188.4,4.2,4.69,62.4,117.4,9.04,5.96,8.73,473.0,8,5,227,473.1,483.9,412.4,False,False,False,True,False,False,False
369.5,292.8,159.8,99.2,159.0,9.3,6.74,72.1,21.8,7.91,10.91,2.5,276.3,8,6,228,473.0,362.4,66.4,False,False,False,True,False,False,False
475.5,282.5,179.7,30.4,163.9,49.6,2.91,46.8,15.8,19.25,26.53,9.64,171.7,8,0,229,276.3,378.7,369.5,False,False,False,True,False,False,False
128.7,557.3,185.1,93.3,148.6,5.7,2.71,12.7,194.3,17.61,16.51,0.54,382.4,8,1,230,171.7,479.1,475.5,False,False,False,True,False,False,False
215.9,113.1,194.2,23.8,90.5,3.8,9.2,17.9,40.1,6.18,12.11,9.02,490.0,8,2,231,382.4,78.1,128.7,False,False,False,True,False,False,False
439.9,254.4,46.1,145.2,33.9,20.8,1.38,94.7,115.1,16.02,19.68,3.26,472.0,8,3,232,490.0,27.3,215.9,False,False,False,True,False,False,False
54.0,241.5,85.6,145.2,49.8,43.4,7.89,46.6,109.6,2.97,19.32,3.77,127.2,8,4,233,472.0,473.1,439.9,False,False,False,True,False,False,False
38.0,350.8,57.0,116.3,43.8,23.7,7.87,45.0,154.1,10.22,27.11,4.75,283.3,8,5,234,127.2,473.0,54.0,False,False,False,True,False,False,False
86.9,480.9,30.3,20.4,233.6,20.6,2.62,73.2,23.1,7.46,1.63,0.7,170.9,8,6,235,283.3,276.3,38.0,False,False,False,True,False,False,False
51.4,468.6,122.0,74.6,216.8,6.9,2.3,89.7,93.0,15.42,22.65,3.55,429.0,8,0,236,170.9,171.7,86.9,False,False,False,True,False,False,False
437.0,160.3,186.5,99.6,34.6,8.6,4.83,66.8,25.7,16.68,1.73,4.5,244.0,8,1,237,429.0,382.4,51.4,False,False,False,True,False,False,False
340.6,162.2,32.3,88.6,84.2,42.9,5.96,1.3,34.4,11.79,26.64,9.48,219.7,8,2,238,244.0,490.0,437.0,False,False,False,True,False,False,False
235.3,82.3,63.1,86.9,192.0,42.3,7.3,39.0,153.6,18.16,25.1,5.58,373.6,8,3,239,219.7,472.0,340.6,False,False,False,True,False,False,False
22.1,520.2,43.7,35.9,131.5,36.8,8.05,5.2,151.0,12.69,2.86,9.82,366.3,8,4,240,373.6,127.2,235.3,False,False,False,True,False,False,False
208.9,475.5,94.7,101.6,88.1,45.5,0.52,49.9,50.1,6.5,24.36,4.15,95.1,8,5,241,366.3,283.3,22.1,False,False,False,True,False,False,False
54.7,508.8,114.8,45.3,175.2,31.1,3.98,52.2,110.2,10.41,24.46,4.08,92.8,8,6,242,95.1,170.9,208.9,False,False,False,True,False,False,False
438.4,4.3,166.1,116.8,57.4,27.6,0.3,13.1,24.6,19.31,25.17,0.71,481.2,8,0,243,92.8,429.0,54.7,False,False,False,True,False,False,False
19.5,366.1,194.5,49.9,99.3,47.3,1.5,11.8,154.1,12.62,4.01,1.26,362.5,9,1,244,481.2,244.0,438.4,False,False,False,True,False,False,False
192.4,518.0,94.0,114.7,85.5,7.9,2.21,72.9,87.6,14.97,12.52,9.7,379.5,9,2,245,362.5,219.7,19.5,False,False,False,True,False,False,False
420.7,362.4,34.5,46.1,133.3,38.1,9.12,94.2,155.9,18.23,28.1,7.89,113.7,9,3,246,379.5,373.6,192.4,False,False,False,True,False,False,False
317.7,121.0,50.6,84.3,53.7,9.4,5.99,88.5,137.7,16.58,11.1,3.05,215.4,9,4,247,113.7,366.3,420.7,False,False,False,True,False,False,False
458.8,245.9,191.4,131.0,80.4,16.2,3.46,41.6,193.5,0.51,9.7,3.75,12.9,9,5,248,215.4,95.1,317.7,False,False,False,True,False,False,False
272.9,107.0,91.3,99.8,178.8,18.3,8.37,27.1,72.3,1.99,6.59,1.03,357.4,9,6,249,12.9,92.8,458.8,False,False,False,True,False,False,False
11.4,400.6,131.5,92.7,243.6,20.0,4.69,30.3,88.7,12.88,16.03,9.78,198.4,9,0,250,357.4,481.2,272.9,False,False,False,True,False,False,False
181.4,569.8,165.4,132.6,149.1,35.8,7.69,11.9,38.9,2.16,12.76,2.68,170.4,9,1,251,198.4,362.5,11.4,False,False,False,True,False,False,False
472.9,30.3,142.1,112.9,46.3,11.4,4.93,34.8,103.2,1.32,25.27,9.05,137.0,9,2,252,170.4,379.5,181.4,False,False,False,True,False,False,False
407.0,226.9,75.5,58.6,69.3,32.5,8.59,4.8,120.9,17.37,7.2,4.49,472.1,9,3,253,137.0,113.7,472.9,False,False,False,True,False,False,False
29.2,213.9,108.8,68.5,128.9,2.6,0.65,54.1,19.7,13.19,14.75,3.37,470.4,9,4,254,472.1,215.4,407.0,False,False,False,True,False,False,False
155.8,453.4,141.2,116.0,230.1,23.1,7.93,12.7,24.2,0.68,2.77,9.44,104.0,9,5,255,470.4,12.9,29.2,False,False,False,True,False,False,False
301.4,31.6,189.2,38.9,207.7,45.4,1.93,96.2,30.3,12.52,20.4,0.71,7.2,9,6,256,104.0,357.4,155.8,False,False,False,True,False,False,False
17.9,426.5,4.3,85.7,21.4,15.0,7.33,87.6,103.0,7.79,20.69,1.08,26.6,9,0,257,7.2,198.4,301.4,False,False,False,True,False,False,False
39.2,414.6,117.0,18.6,9.7,48.1,9.57,33.5,156.5,1.78,3.15,3.24,49.8,9,1,258,26.6,170.4,17.9,False,False,False,True,False,False,False
162.5,169.7,80.2,108.6,246.8,21.6,4.61,25.6,133.9,3.89,18.51,9.38,269.7,9,2,259,49.8,137.0,39.2,False,False,False,True,False,False,False
436.8,274.8,109.5,106.0,216.2,34.2,2.88,17.4,152.2,15.85,18.33,7.71,345.4,9,3,260,269.7,472.1,162.5,False,False,False,True,False,False,False
159.6,280.1,31.8,102.8,234.5,46.5,3.81,90.6,131.3,5.72,1.0,1.05,180.6,9,4,261,345.4,470.4,436.8,False,False,False,True,False,False,False
141.2,311.1,121.7,27.2,2.4,4.3,3.95,48.6,156.9,5.16,29.1,0.16,188.1,9,5,262,180.6,104.0,159.6,False,False,False,True,False,False,False
413.3,555.0,189.8,144.3,183.8,36.7,4.46,5.1,189.8,6.86,17.27,8.77,368.8,9,6,263,188.1,7.2,141.2,False,False,False,True,False,False,False
187.3,578.3,38.8,17.3,231.1,41.5,8.83,72.1,115.1,16.64,29.8,4.68,385.1,9,0,264,368.8,26.6,413.3,False,False,False,True,False,False,False
299.3,524.3,97.0,51.7,70.1,32.3,4.81,49.6,103.8,9.42,20.55,3.81,463.0,9,1,265,385.1,49.8,187.3,False,False,False,True,False,False,False
484.5,104.1,166.9,80.4,134.4,24.3,0.79,88.9,74.1,13.48,2.34,3.19,407.4,9,2,266,463.0,269.7,299.3,False,False,False,True,False,False,False
200.4,299.8,199.2,104.9,9.6,25.4,5.95,1.0,63.3,10.21,25.42,2.74,140.9,9,3,267,407.4,345.4,484.5,False,False,False,True,False,False,False
52.2,563.4,137.8,64.4,165.0,15.3,5.16,13.1,83.5,15.8,14.32,5.03,420.6,9,4,268,140.9,180.6,200.4,False,False,False,True,False,False,False
471.8,132.0,107.1,70.8,83.0,42.2,0.2,48.8,100.2,10.94,6.32,8.73,332.5,9,5,269,420.6,188.1,52.2,False,False,False,True,False,False,False
488.7,385.6,41.4,81.5,113.7,46.2,7.19,49.2,79.5,15.49,10.63,5.53,343.8,9,6,270,332.5,368.8,471.8,False,False,False,True,False,False,False
207.9,91.7,88.7,64.3,133.4,20.1,4.56,65.1,64.2,2.11,18.2,9.38,99.5,9,0,271,343.8,385.1,488.7,False,False,False,True,False,False,False
289.3,574.6,160.0,115.0,152.9,47.5,5.01,91.9,43.7,0.66,2.12,0.08,206.1,9,1,272,99.5,463.0,207.9,False,False,False,True,False,False,False
32.9,175.4,179.9,69.0,128.1,4.0,8.18,10.4,100.8,1.9,7.92,5.76,119.0,9,2,273,206.1,407.4,289.3,False,False,False,True,False,False,False
110.7,483.8,71.6,128.2,240.8,18.5,4.33,55.2,6.5,8.76,11.74,0.44,129.0,10,3,274,119.0,140.9,32.9,False,False,False,True,True,False,False
442.9,163.7,4.0,123.7,17.2,24.3,4.67,86.8,54.1,0.87,22.23,5.56,57.9,10,4,275,129.0,420.6,110.7,False,False,False,True,True,False,False
106.0,550.1,55.8,111.8,221.6,42.9,6.68,67.3,166.1,9.51,9.01,9.11,446.0,10,5,276,57.9,332.5,442.9,False,False,False,True,True,False,False
450.4,250.5,96.7,145.9,197.9,37.6,5.61,54.3,67.3,19.05,14.35,1.25,61.6,10,6,277,446.0,343.8,106.0,False,False,False,True,True,False,False
217.7,470.7,93.6,13.1,150.5,17.2,9.51,66.6,128.6,7.41,17.91,6.67,366.1,10,0,278,61.6,99.5,450.4,False,False,False,True,True,False,False
478.0,264.5,127.6,133.7,65.2,9.6,5.86,21.3,192.6,12.95,19.79,6.78,108.4,10,1,279,366.1,206.1,217.7,False,False,False,True,True,False,False
482.9,214.6,178.1,36.1,5.9,0.9,6.91,60.9,104.0,12.46,1.74,0.43,19.6,10,2,280,108.4,119.0,478.0,False,False,False,True,True,False,False
182.1,77.8,19.4,118.3,169.2,0.1,4.83,63.2,109.6,15.41,3.4,0.4,86.4,10,3,281,19.6,129.0,482.9,False,False,False,True,True,False,False
104.9,52.9,118.9,10.0,102.7,17.9,7.4,51.9,111.0,1.65,9.18,9.55,108.5,10,4,282,86.4,57.9,182.1,False,False,False,True,True,False,False
333.5,486.2,198.4,29.0,151.6,29.5,1.22,71.1,124.0,0.58,16.48,1.56,44.1,10,5,283,108.5,446.0,104.9,False,False,False,True,True,False,False
385.0,586.9,155.9,93.7,204.3,22.3,9.05,13.4,169.6,15.64,9.67,9.63,136.8,10,6,284,44.1,61.6,333.5,False,False,False,True,True,False,False
368.1,40.7,126.2,19.3,229.8,20.3,3.53,78.6,92.5,18.45,28.4,5.34,31.9,10,0,285,136.8,366.1,385.0,False,False,False,True,True,False,False
259.8,469.8,119.7,115.7,16.3,35.6,2.19,63.6,83.8,12.14,5.01,7.59,69.2,10,1,286,31.9,108.4,368.1,False,False,False,True,True,False,False
368.1,293.5,88.9,131.0,215.3,5.9,2.32,65.1,118.1,6.92,16.85,7.46,41.5,10,2,287,69.2,19.6,259.8,False,False,False,True,True,False,False
71.8,549.4,89.9,24.6,14.2,48.6,0.79,50.4,192.1,8.31,14.19,7.62,478.1,10,3,288,41.5,86.4,368.1,False,False,False,True,True,False,False
337.8,212.2,178.2,117.4,135.6,2.0,7.0,52.6,146.3,5.07,5.88,5.53,398.4,10,4,289,478.1,108.5,71.8,False,False,False,True,True,False,False
439.8,77.3,81.0,100.4,248.848,34.0,2.89,54.4,101.3,11.72,15.8,9.08,496.4,10,5,290,398.4,44.1,337.8,False,False,False,True,True,False,False
370.5,85.9,123.3,107.0,229.5,14.2,8.57,7.4,123.0,8.17,10.8,0.4,272.5,10,6,291,496.4,136.8,439.8,False,False,False,True,True,False,False
259.5,39.1,28.9,105.2,53.7,46.7,9.12,6.5,138.5,0.75,12.58,7.86,354.5,10,0,292,272.5,31.9,370.5,False,False,False,True,True,False,False
375.2,530.0,86.8,84.5,238.0,27.7,3.58,51.6,190.9,6.0,4.45,1.46,20.6,10,1,293,354.5,69.2,259.5,False,False,False,True,True,False,False
252.1,63.2,6.2,110.6,209.7,12.4,2.89,89.8,161.8,8.19,24.06,9.49,73.2,10,2,294,20.6,41.5,375.2,False,False,False,True,True,False,False
73.5,483.7,189.0,46.3,172.2,29.3,0.47,53.7,30.1,4.84,20.83,2.49,314.0,10,3,295,73.2,478.1,252.1,False,False,False,True,True,False,False
224.6,385.4,3.5,70.5,237.2,43.9,8.34,4.6,71.6,18.99,0.03,2.78,43.1,10,4,296,314.0,398.4,73.5,False,False,False,True,True,False,False
202.5,402.5,56.8,0.9,194.7,32.0,6.49,90.3,107.3,19.8674,10.24,2.81,203.7,10,5,297,43.1,496.4,224.6,False,False,False,True,True,False,False
441.0,522.7,28.6,65.5,114.1,15.0,5.29,87.2,28.8,18.08,2.95,2.21,45.1,10,6,298,203.7,272.5,202.5,False,False,False,True,True,False,False
496.748,432.3,153.0,20.3,176.3,43.7,1.46,11.8,180.7,0.1,8.68,3.37,455.3,10,0,299,45.1,354.5,441.0,False,False,False,True,True,False,False
451.2,450.1,102.9,37.9,166.5,27.4,4.69,37.6,103.5,13.41,15.28,8.72,91.4,10,1,300,455.3,20.6,496.748,False,False,False,True,True,False,False
129.0,492.3,80.1,49.7,58.1,41.5,5.95,96.1,140.9,10.14,8.42,0.24,134.1,10,2,301,91.4,73.2,451.2,False,False,False,True,True,False,False
204.0,268.4,142.1,32.6,80.6,3.3,9.09,85.5,108.6,18.0,4.5,4.64,129.6,10,3,302,134.1,314.0,129.0,False,False,False,True,True,False,False
475.7,48.4,96.8,50.7,115.4,7.5,7.11,3.1,73.2,10.74,10.94,4.28,498.5,10,4,303,129.6,43.1,204.0,False,False,False,True,True,False,False
139.4,220.5,100.4,90.2,191.0,12.9,0.42,63.3,176.4,15.96,2.7,9.88,278.0,10,5,304,498.5,203.7,475.7,False,False,False,True,True,False,False
242.9,520.6,63.3,111.4,30.9,17.9,7.19,5.4,58.6,12.12,24.99,2.12,157.4,11,6,305,278.0,45.1,139.4,False,False,False,True,True,False,False
474.1,482.7,15.1,86.1,158.4,10.9,7.88,44.0,107.0,0.37,10.75,0.93,39.7,11,0,306,157.4,455.3,242.9,False,False,False,True,True,False,False
127.6,339.1,92.0,118.4,29.1,40.2,2.53,40.3,153.6,2.89,8.32,8.51,224.6,11,1,307,39.7,91.4,474.1,False,False,False,True,True,False,False
364.2,30.6,152.0,79.3,174.1,5.1,2.01,76.1,25.0,19.32,19.71,6.9,38.7,11,2,308,224.6,134.1,127.6,False,False,False,True,True,False,False
38.4,477.5,175.0,64.0,76.9,35.1,4.04,26.5,9.1,5.07,10.93,3.57,47.1,11,3,309,38.7,129.6,364.2,False,False,False,True,True,False,False
23.5,245.5,66.5,58.0,111.6,2.8,8.55,64.3,22.6,1.98,28.78,8.97,461.4,11,4,310,47.1,498.5,38.4,False,False,False,True,True,False,False
62.9,554.0,102.2,123.5,211.6,10.7,3.47,81.7,156.6,2.67,16.58,1.04,62.3,11,5,311,461.4,278.0,23.5,False,False,False,True,True,False,False
39.1,296.0,188.7,5.1,157.1,40.3,7.49,94.9,77.3,5.0,27.16,7.98,318.2,11,6,312,62.3,157.4,62.9,False,False,False,True,True,False,False
355.8,343.7,74.3,19.4,165.2,15.5,1.07,23.1,120.7,3.96,24.81,9.24,136.8,11,0,313,318.2,39.7,39.1,False,False,False,True,True,False,False
354.1,55.7,150.4,126.0,86.9,38.8,6.42,24.5,68.5,14.67,0.12,8.15,179.9,11,1,314,136.8,224.6,355.8,False,False,False,True,True,False,False
288.2,251.4,11.2,43.7,32.3,15.8,0.38,87.9,122.7,6.54,20.13,9.37,183.7,11,2,315,179.9,38.7,354.1,False,False,False,True,True,False,False
